"Year","Lake","Focal.Host","Other.Host","AUC.Shared.Density"
"2014","Bruin","dubia","pulicaria",7246398.1
"2014","Bruin","dubia","retrocurva",9412711.75
"2014","Bruin","dubia","ceriodaphnia",136301.4
"2014","Bruin","dubia","parvula",0
"2014","Bruin","dubia","ambigua",0
"2014","Bruin","dubia","mendotae",0
"2014","Bruin","pulicaria","dentifera",7054564.55
"2014","Bruin","pulicaria","dubia",7246398.1
"2014","Bruin","pulicaria","pulicaria",8937550
"2014","Bruin","pulicaria","retrocurva",7044468.7
"2014","Bruin","pulicaria","ceriodaphnia",136301.4
"2014","Bruin","pulicaria","parvula",0
"2014","Bruin","pulicaria","ambigua",0
"2014","Bruin","pulicaria","mendotae",0
"2014","Bruin","retrocurva","dentifera",9372640.3
"2014","Bruin","retrocurva","dubia",9412711.75
"2014","Bruin","retrocurva","pulicaria",7044468.7
"2014","Bruin","retrocurva","retrocurva",17692413.8
"2014","Bruin","retrocurva","ceriodaphnia",136301.4
"2014","Bruin","retrocurva","parvula",0
"2014","Bruin","retrocurva","ambigua",0
"2014","Bruin","retrocurva","mendotae",0
"2014","Bruin","ceriodaphnia","dentifera",136301.4
"2014","Bruin","ceriodaphnia","dubia",136301.4
"2014","Bruin","ceriodaphnia","pulicaria",136301.4
"2014","Bruin","ceriodaphnia","retrocurva",136301.4
"2014","Bruin","ceriodaphnia","ceriodaphnia",136301.4
"2014","Bruin","ceriodaphnia","parvula",0
"2014","Bruin","ceriodaphnia","ambigua",0
"2014","Bruin","ceriodaphnia","mendotae",0
"2014","Bruin","parvula","dentifera",0
"2014","Bruin","parvula","dubia",0
"2014","Bruin","parvula","pulicaria",0
"2014","Bruin","parvula","retrocurva",0
"2014","Bruin","parvula","ceriodaphnia",0
"2014","Bruin","parvula","parvula",0
"2014","Bruin","parvula","ambigua",0
"2014","Bruin","parvula","mendotae",0
"2014","Bruin","ambigua","dentifera",0
"2014","Bruin","ambigua","dubia",0
"2014","Bruin","ambigua","pulicaria",0
"2014","Bruin","ambigua","retrocurva",0
"2014","Bruin","ambigua","ceriodaphnia",0
"2014","Bruin","ambigua","parvula",0
"2014","Bruin","ambigua","ambigua",0
"2014","Bruin","ambigua","mendotae",0
"2014","Bruin","mendotae","dentifera",0
"2014","Bruin","mendotae","dubia",0
"2014","Bruin","mendotae","pulicaria",0
"2014","Bruin","mendotae","retrocurva",0
"2014","Bruin","mendotae","ceriodaphnia",0
"2014","Bruin","mendotae","parvula",0
"2014","Bruin","mendotae","ambigua",0
"2014","Bruin","mendotae","mendotae",0
"2014","CrookedP","ceriodaphnia","ceriodaphnia",22229848.65
"2014","CrookedP","ceriodaphnia","dentifera",22229848.65
"2014","CrookedP","ceriodaphnia","retrocurva",8936032.2
"2014","CrookedP","ceriodaphnia","pulicaria",181891.45
"2014","CrookedP","ceriodaphnia","dubia",36120
"2014","CrookedP","ceriodaphnia","parvula",18617818.55
"2014","CrookedP","ceriodaphnia","ambigua",51277.5
"2014","CrookedP","ceriodaphnia","mendotae",0
"2014","CrookedP","dentifera","ceriodaphnia",22229848.65
"2014","CrookedP","dentifera","dentifera",67268242
"2014","CrookedP","dentifera","retrocurva",10332080.95
"2014","CrookedP","dentifera","pulicaria",181891.45
"2014","CrookedP","dentifera","dubia",36120
"2014","CrookedP","dentifera","parvula",41319680.25
"2014","CrookedP","dentifera","ambigua",51277.5
"2014","CrookedP","dentifera","mendotae",0
"2014","CrookedP","retrocurva","ceriodaphnia",8936032.2
"2014","CrookedP","retrocurva","dentifera",10332080.95
"2014","CrookedP","retrocurva","retrocurva",10332080.95
"2014","CrookedP","retrocurva","pulicaria",181891.45
"2014","CrookedP","retrocurva","dubia",36120
"2014","CrookedP","retrocurva","parvula",10332080.95
"2014","CrookedP","retrocurva","ambigua",51277.5
"2014","CrookedP","retrocurva","mendotae",0
"2014","CrookedP","pulicaria","ceriodaphnia",181891.45
"2014","CrookedP","pulicaria","dentifera",181891.45
"2014","CrookedP","pulicaria","retrocurva",181891.45
"2014","CrookedP","pulicaria","pulicaria",181891.45
"2014","CrookedP","pulicaria","dubia",0
"2014","CrookedP","pulicaria","parvula",181891.45
"2014","CrookedP","pulicaria","ambigua",0
"2014","CrookedP","pulicaria","mendotae",0
"2014","CrookedP","dubia","ceriodaphnia",36120
"2014","CrookedP","dubia","dentifera",36120
"2014","CrookedP","dubia","retrocurva",36120
"2014","CrookedP","dubia","pulicaria",0
"2014","CrookedP","dubia","dubia",36120
"2014","CrookedP","dubia","parvula",36120
"2014","CrookedP","dubia","ambigua",0
"2014","CrookedP","dubia","mendotae",0
"2014","CrookedP","parvula","ceriodaphnia",18617818.55
"2014","CrookedP","parvula","dentifera",41319680.25
"2014","CrookedP","parvula","retrocurva",10332080.95
"2014","CrookedP","parvula","pulicaria",181891.45
"2014","CrookedP","parvula","dubia",36120
"2014","CrookedP","parvula","parvula",44386680.75
"2014","CrookedP","parvula","ambigua",51277.5
"2014","CrookedP","parvula","mendotae",0
"2014","CrookedP","ambigua","ceriodaphnia",51277.5
"2014","CrookedP","ambigua","dentifera",51277.5
"2014","CrookedP","ambigua","retrocurva",51277.5
"2014","CrookedP","ambigua","pulicaria",0
"2014","CrookedP","ambigua","dubia",0
"2014","CrookedP","ambigua","parvula",51277.5
"2014","CrookedP","ambigua","ambigua",51277.5
"2014","CrookedP","ambigua","mendotae",0
"2014","CrookedP","mendotae","ceriodaphnia",0
"2014","CrookedP","mendotae","dentifera",0
"2014","CrookedP","mendotae","retrocurva",0
"2014","CrookedP","mendotae","pulicaria",0
"2014","CrookedP","mendotae","dubia",0
"2014","CrookedP","mendotae","parvula",0
"2014","CrookedP","mendotae","ambigua",0
"2014","CrookedP","mendotae","mendotae",0
"2014","North","ambigua","ambigua",220268.6
"2014","North","ambigua","ceriodaphnia",163508.05
"2014","North","ambigua","dentifera",220268.6
"2014","North","ambigua","pulicaria",166088.6
"2014","North","ambigua","retrocurva",220268.6
"2014","North","ambigua","dubia",0
"2014","North","ambigua","parvula",0
"2014","North","ambigua","mendotae",0
"2014","North","ceriodaphnia","ambigua",163508.05
"2014","North","ceriodaphnia","ceriodaphnia",1710230.7
"2014","North","ceriodaphnia","dentifera",1710230.7
"2014","North","ceriodaphnia","pulicaria",138353.05
"2014","North","ceriodaphnia","retrocurva",1710230.7
"2014","North","ceriodaphnia","dubia",0
"2014","North","ceriodaphnia","parvula",502457.75
"2014","North","ceriodaphnia","mendotae",0
"2014","North","dentifera","ambigua",220268.6
"2014","North","dentifera","ceriodaphnia",1710230.7
"2014","North","dentifera","dentifera",67295977.6
"2014","North","dentifera","pulicaria",364749.9
"2014","North","dentifera","retrocurva",56621462.6
"2014","North","dentifera","dubia",0
"2014","North","dentifera","parvula",502457.75
"2014","North","dentifera","mendotae",0
"2014","North","pulicaria","ambigua",166088.6
"2014","North","pulicaria","ceriodaphnia",138353.05
"2014","North","pulicaria","dentifera",364749.9
"2014","North","pulicaria","pulicaria",364749.9
"2014","North","pulicaria","retrocurva",364749.9
"2014","North","pulicaria","dubia",0
"2014","North","pulicaria","parvula",0
"2014","North","pulicaria","mendotae",0
"2014","North","retrocurva","ambigua",220268.6
"2014","North","retrocurva","ceriodaphnia",1710230.7
"2014","North","retrocurva","dentifera",56621462.6
"2014","North","retrocurva","pulicaria",364749.9
"2014","North","retrocurva","retrocurva",125927921.75
"2014","North","retrocurva","dubia",0
"2014","North","retrocurva","parvula",502457.75
"2014","North","retrocurva","mendotae",0
"2014","North","dubia","ambigua",0
"2014","North","dubia","ceriodaphnia",0
"2014","North","dubia","dentifera",0
"2014","North","dubia","pulicaria",0
"2014","North","dubia","retrocurva",0
"2014","North","dubia","dubia",0
"2014","North","dubia","parvula",0
"2014","North","dubia","mendotae",0
"2014","North","parvula","ambigua",0
"2014","North","parvula","ceriodaphnia",502457.75
"2014","North","parvula","dentifera",502457.75
"2014","North","parvula","pulicaria",0
"2014","North","parvula","retrocurva",502457.75
"2014","North","parvula","dubia",0
"2014","North","parvula","parvula",502457.75
"2014","North","parvula","mendotae",0
"2014","North","mendotae","ambigua",0
"2014","North","mendotae","ceriodaphnia",0
"2014","North","mendotae","dentifera",0
"2014","North","mendotae","pulicaria",0
"2014","North","mendotae","retrocurva",0
"2014","North","mendotae","dubia",0
"2014","North","mendotae","parvula",0
"2014","North","mendotae","mendotae",0
"2014","Pickerel","ceriodaphnia","ceriodaphnia",1630573.5
"2014","Pickerel","ceriodaphnia","dentifera",1630573.5
"2014","Pickerel","ceriodaphnia","dubia",1012013.7
"2014","Pickerel","ceriodaphnia","pulicaria",1630573.5
"2014","Pickerel","ceriodaphnia","retrocurva",1537692.9
"2014","Pickerel","ceriodaphnia","parvula",27090
"2014","Pickerel","ceriodaphnia","ambigua",0
"2014","Pickerel","ceriodaphnia","mendotae",0
"2014","Pickerel","dentifera","ceriodaphnia",1630573.5
"2014","Pickerel","dentifera","dentifera",50212367.75
"2014","Pickerel","dentifera","dubia",1360961.55
"2014","Pickerel","dentifera","pulicaria",24340562.35
"2014","Pickerel","dentifera","retrocurva",12785940.55
"2014","Pickerel","dentifera","parvula",27090
"2014","Pickerel","dentifera","ambigua",0
"2014","Pickerel","dentifera","mendotae",0
"2014","Pickerel","dubia","ceriodaphnia",1012013.7
"2014","Pickerel","dubia","dentifera",1360961.55
"2014","Pickerel","dubia","dubia",1360961.55
"2014","Pickerel","dubia","pulicaria",1360961.55
"2014","Pickerel","dubia","retrocurva",1360961.55
"2014","Pickerel","dubia","parvula",0
"2014","Pickerel","dubia","ambigua",0
"2014","Pickerel","dubia","mendotae",0
"2014","Pickerel","pulicaria","ceriodaphnia",1630573.5
"2014","Pickerel","pulicaria","dentifera",24340562.35
"2014","Pickerel","pulicaria","dubia",1360961.55
"2014","Pickerel","pulicaria","pulicaria",35712007.85
"2014","Pickerel","pulicaria","retrocurva",10293640.95
"2014","Pickerel","pulicaria","parvula",27090
"2014","Pickerel","pulicaria","ambigua",0
"2014","Pickerel","pulicaria","mendotae",0
"2014","Pickerel","retrocurva","ceriodaphnia",1537692.9
"2014","Pickerel","retrocurva","dentifera",12785940.55
"2014","Pickerel","retrocurva","dubia",1360961.55
"2014","Pickerel","retrocurva","pulicaria",10293640.95
"2014","Pickerel","retrocurva","retrocurva",12785940.55
"2014","Pickerel","retrocurva","parvula",27090
"2014","Pickerel","retrocurva","ambigua",0
"2014","Pickerel","retrocurva","mendotae",0
"2014","Pickerel","parvula","ceriodaphnia",27090
"2014","Pickerel","parvula","dentifera",27090
"2014","Pickerel","parvula","dubia",0
"2014","Pickerel","parvula","pulicaria",27090
"2014","Pickerel","parvula","retrocurva",27090
"2014","Pickerel","parvula","parvula",27090
"2014","Pickerel","parvula","ambigua",0
"2014","Pickerel","parvula","mendotae",0
"2014","Pickerel","ambigua","ceriodaphnia",0
"2014","Pickerel","ambigua","dentifera",0
"2014","Pickerel","ambigua","dubia",0
"2014","Pickerel","ambigua","pulicaria",0
"2014","Pickerel","ambigua","retrocurva",0
"2014","Pickerel","ambigua","parvula",0
"2014","Pickerel","ambigua","ambigua",0
"2014","Pickerel","ambigua","mendotae",0
"2014","Pickerel","mendotae","ceriodaphnia",0
"2014","Pickerel","mendotae","dentifera",0
"2014","Pickerel","mendotae","dubia",0
"2014","Pickerel","mendotae","pulicaria",0
"2014","Pickerel","mendotae","retrocurva",0
"2014","Pickerel","mendotae","parvula",0
"2014","Pickerel","mendotae","ambigua",0
"2014","Pickerel","mendotae","mendotae",0
"2014","Gosling","ceriodaphnia","ceriodaphnia",49805098.75
"2014","Gosling","ceriodaphnia","dentifera",42345730.2
"2014","Gosling","ceriodaphnia","pulicaria",0
"2014","Gosling","ceriodaphnia","retrocurva",41647.65
"2014","Gosling","ceriodaphnia","dubia",0
"2014","Gosling","ceriodaphnia","parvula",10916426.05
"2014","Gosling","ceriodaphnia","ambigua",129060.2
"2014","Gosling","ceriodaphnia","mendotae",0
"2014","Gosling","dentifera","ceriodaphnia",42345730.2
"2014","Gosling","dentifera","dentifera",107898259.05
"2014","Gosling","dentifera","pulicaria",0
"2014","Gosling","dentifera","retrocurva",41647.65
"2014","Gosling","dentifera","dubia",0
"2014","Gosling","dentifera","parvula",11205388.85
"2014","Gosling","dentifera","ambigua",133575.2
"2014","Gosling","dentifera","mendotae",0
"2014","Gosling","pulicaria","ceriodaphnia",0
"2014","Gosling","pulicaria","dentifera",0
"2014","Gosling","pulicaria","pulicaria",0
"2014","Gosling","pulicaria","retrocurva",0
"2014","Gosling","pulicaria","dubia",0
"2014","Gosling","pulicaria","parvula",0
"2014","Gosling","pulicaria","ambigua",0
"2014","Gosling","pulicaria","mendotae",0
"2014","Gosling","retrocurva","ceriodaphnia",41647.65
"2014","Gosling","retrocurva","dentifera",41647.65
"2014","Gosling","retrocurva","pulicaria",0
"2014","Gosling","retrocurva","retrocurva",41647.65
"2014","Gosling","retrocurva","dubia",0
"2014","Gosling","retrocurva","parvula",41647.65
"2014","Gosling","retrocurva","ambigua",41647.65
"2014","Gosling","retrocurva","mendotae",0
"2014","Gosling","dubia","ceriodaphnia",0
"2014","Gosling","dubia","dentifera",0
"2014","Gosling","dubia","pulicaria",0
"2014","Gosling","dubia","retrocurva",0
"2014","Gosling","dubia","dubia",0
"2014","Gosling","dubia","parvula",0
"2014","Gosling","dubia","ambigua",0
"2014","Gosling","dubia","mendotae",0
"2014","Gosling","parvula","ceriodaphnia",10916426.05
"2014","Gosling","parvula","dentifera",11205388.85
"2014","Gosling","parvula","pulicaria",0
"2014","Gosling","parvula","retrocurva",41647.65
"2014","Gosling","parvula","dubia",0
"2014","Gosling","parvula","parvula",11205388.85
"2014","Gosling","parvula","ambigua",133575.2
"2014","Gosling","parvula","mendotae",0
"2014","Gosling","ambigua","ceriodaphnia",129060.2
"2014","Gosling","ambigua","dentifera",133575.2
"2014","Gosling","ambigua","pulicaria",0
"2014","Gosling","ambigua","retrocurva",41647.65
"2014","Gosling","ambigua","dubia",0
"2014","Gosling","ambigua","parvula",133575.2
"2014","Gosling","ambigua","ambigua",133575.2
"2014","Gosling","ambigua","mendotae",0
"2014","Gosling","mendotae","ceriodaphnia",0
"2014","Gosling","mendotae","dentifera",0
"2014","Gosling","mendotae","pulicaria",0
"2014","Gosling","mendotae","retrocurva",0
"2014","Gosling","mendotae","dubia",0
"2014","Gosling","mendotae","parvula",0
"2014","Gosling","mendotae","ambigua",0
"2014","Gosling","mendotae","mendotae",0
"2014","Sullivan","ceriodaphnia","ceriodaphnia",7514078.25
"2014","Sullivan","ceriodaphnia","dentifera",7514078.25
"2014","Sullivan","ceriodaphnia","pulicaria",1011347.5
"2014","Sullivan","ceriodaphnia","retrocurva",0
"2014","Sullivan","ceriodaphnia","dubia",0
"2014","Sullivan","ceriodaphnia","parvula",0
"2014","Sullivan","ceriodaphnia","ambigua",0
"2014","Sullivan","ceriodaphnia","mendotae",0
"2014","Sullivan","dentifera","ceriodaphnia",7514078.25
"2014","Sullivan","dentifera","dentifera",110041607.1
"2014","Sullivan","dentifera","pulicaria",1389963.05
"2014","Sullivan","dentifera","retrocurva",0
"2014","Sullivan","dentifera","dubia",0
"2014","Sullivan","dentifera","parvula",0
"2014","Sullivan","dentifera","ambigua",0
"2014","Sullivan","dentifera","mendotae",0
"2014","Sullivan","pulicaria","ceriodaphnia",1011347.5
"2014","Sullivan","pulicaria","dentifera",1389963.05
"2014","Sullivan","pulicaria","pulicaria",1389963.05
"2014","Sullivan","pulicaria","retrocurva",0
"2014","Sullivan","pulicaria","dubia",0
"2014","Sullivan","pulicaria","parvula",0
"2014","Sullivan","pulicaria","ambigua",0
"2014","Sullivan","pulicaria","mendotae",0
"2014","Sullivan","retrocurva","ceriodaphnia",0
"2014","Sullivan","retrocurva","dentifera",0
"2014","Sullivan","retrocurva","pulicaria",0
"2014","Sullivan","retrocurva","retrocurva",0
"2014","Sullivan","retrocurva","dubia",0
"2014","Sullivan","retrocurva","parvula",0
"2014","Sullivan","retrocurva","ambigua",0
"2014","Sullivan","retrocurva","mendotae",0
"2014","Sullivan","dubia","ceriodaphnia",0
"2014","Sullivan","dubia","dentifera",0
"2014","Sullivan","dubia","pulicaria",0
"2014","Sullivan","dubia","retrocurva",0
"2014","Sullivan","dubia","dubia",0
"2014","Sullivan","dubia","parvula",0
"2014","Sullivan","dubia","ambigua",0
"2014","Sullivan","dubia","mendotae",0
"2014","Sullivan","parvula","ceriodaphnia",0
"2014","Sullivan","parvula","dentifera",0
"2014","Sullivan","parvula","pulicaria",0
"2014","Sullivan","parvula","retrocurva",0
"2014","Sullivan","parvula","dubia",0
"2014","Sullivan","parvula","parvula",0
"2014","Sullivan","parvula","ambigua",0
"2014","Sullivan","parvula","mendotae",0
"2014","Sullivan","ambigua","ceriodaphnia",0
"2014","Sullivan","ambigua","dentifera",0
"2014","Sullivan","ambigua","pulicaria",0
"2014","Sullivan","ambigua","retrocurva",0
"2014","Sullivan","ambigua","dubia",0
"2014","Sullivan","ambigua","parvula",0
"2014","Sullivan","ambigua","ambigua",0
"2014","Sullivan","ambigua","mendotae",0
"2014","Sullivan","mendotae","ceriodaphnia",0
"2014","Sullivan","mendotae","dentifera",0
"2014","Sullivan","mendotae","pulicaria",0
"2014","Sullivan","mendotae","retrocurva",0
"2014","Sullivan","mendotae","dubia",0
"2014","Sullivan","mendotae","parvula",0
"2014","Sullivan","mendotae","ambigua",0
"2014","Sullivan","mendotae","mendotae",0
"2015","Walsh","ambigua","ambigua",64500
"2015","Walsh","ambigua","ceriodaphnia",32250
"2015","Walsh","ambigua","dentifera",64500
"2015","Walsh","ambigua","parvula",32250
"2015","Walsh","ambigua","retrocurva",64500
"2015","Walsh","ambigua","pulicaria",0
"2015","Walsh","ambigua","dubia",0
"2015","Walsh","ambigua","mendotae",0
"2015","Walsh","ceriodaphnia","ambigua",32250
"2015","Walsh","ceriodaphnia","ceriodaphnia",701765.95
"2015","Walsh","ceriodaphnia","dentifera",701765.95
"2015","Walsh","ceriodaphnia","parvula",264453
"2015","Walsh","ceriodaphnia","retrocurva",620494.55
"2015","Walsh","ceriodaphnia","pulicaria",0
"2015","Walsh","ceriodaphnia","dubia",0
"2015","Walsh","ceriodaphnia","mendotae",0
"2015","Walsh","dentifera","ambigua",64500
"2015","Walsh","dentifera","ceriodaphnia",701765.95
"2015","Walsh","dentifera","dentifera",58227848.15
"2015","Walsh","dentifera","parvula",499234.4
"2015","Walsh","dentifera","retrocurva",1842134.6
"2015","Walsh","dentifera","pulicaria",0
"2015","Walsh","dentifera","dubia",0
"2015","Walsh","dentifera","mendotae",0
"2015","Walsh","parvula","ambigua",32250
"2015","Walsh","parvula","ceriodaphnia",264453
"2015","Walsh","parvula","dentifera",499234.4
"2015","Walsh","parvula","parvula",499234.4
"2015","Walsh","parvula","retrocurva",237361.6
"2015","Walsh","parvula","pulicaria",0
"2015","Walsh","parvula","dubia",0
"2015","Walsh","parvula","mendotae",0
"2015","Walsh","retrocurva","ambigua",64500
"2015","Walsh","retrocurva","ceriodaphnia",620494.55
"2015","Walsh","retrocurva","dentifera",1842134.6
"2015","Walsh","retrocurva","parvula",237361.6
"2015","Walsh","retrocurva","retrocurva",1842134.6
"2015","Walsh","retrocurva","pulicaria",0
"2015","Walsh","retrocurva","dubia",0
"2015","Walsh","retrocurva","mendotae",0
"2015","Walsh","pulicaria","ambigua",0
"2015","Walsh","pulicaria","ceriodaphnia",0
"2015","Walsh","pulicaria","dentifera",0
"2015","Walsh","pulicaria","parvula",0
"2015","Walsh","pulicaria","retrocurva",0
"2015","Walsh","pulicaria","pulicaria",0
"2015","Walsh","pulicaria","dubia",0
"2015","Walsh","pulicaria","mendotae",0
"2015","Walsh","dubia","ambigua",0
"2015","Walsh","dubia","ceriodaphnia",0
"2015","Walsh","dubia","dentifera",0
"2015","Walsh","dubia","parvula",0
"2015","Walsh","dubia","retrocurva",0
"2015","Walsh","dubia","pulicaria",0
"2015","Walsh","dubia","dubia",0
"2015","Walsh","dubia","mendotae",0
"2015","Walsh","mendotae","ambigua",0
"2015","Walsh","mendotae","ceriodaphnia",0
"2015","Walsh","mendotae","dentifera",0
"2015","Walsh","mendotae","parvula",0
"2015","Walsh","mendotae","retrocurva",0
"2015","Walsh","mendotae","pulicaria",0
"2015","Walsh","mendotae","dubia",0
"2015","Walsh","mendotae","mendotae",0
"2015","Mill","ambigua","ambigua",2674193.1
"2015","Mill","ambigua","ceriodaphnia",1406111.7
"2015","Mill","ambigua","dentifera",2512941.85
"2015","Mill","ambigua","parvula",2674193.1
"2015","Mill","ambigua","retrocurva",2674193.1
"2015","Mill","ambigua","pulicaria",0
"2015","Mill","ambigua","dubia",0
"2015","Mill","ambigua","mendotae",0
"2015","Mill","ceriodaphnia","ambigua",1406111.7
"2015","Mill","ceriodaphnia","ceriodaphnia",2199467.3
"2015","Mill","ceriodaphnia","dentifera",2009835.9
"2015","Mill","ceriodaphnia","parvula",2199467.3
"2015","Mill","ceriodaphnia","retrocurva",2199467.3
"2015","Mill","ceriodaphnia","pulicaria",0
"2015","Mill","ceriodaphnia","dubia",0
"2015","Mill","ceriodaphnia","mendotae",0
"2015","Mill","dentifera","ambigua",2512941.85
"2015","Mill","dentifera","ceriodaphnia",2009835.9
"2015","Mill","dentifera","dentifera",9232219.4
"2015","Mill","dentifera","parvula",4089334.55
"2015","Mill","dentifera","retrocurva",9232219.4
"2015","Mill","dentifera","pulicaria",0
"2015","Mill","dentifera","dubia",0
"2015","Mill","dentifera","mendotae",0
"2015","Mill","parvula","ambigua",2674193.1
"2015","Mill","parvula","ceriodaphnia",2199467.3
"2015","Mill","parvula","dentifera",4089334.55
"2015","Mill","parvula","parvula",17436426.9
"2015","Mill","parvula","retrocurva",12632427.7
"2015","Mill","parvula","pulicaria",0
"2015","Mill","parvula","dubia",0
"2015","Mill","parvula","mendotae",0
"2015","Mill","retrocurva","ambigua",2674193.1
"2015","Mill","retrocurva","ceriodaphnia",2199467.3
"2015","Mill","retrocurva","dentifera",9232219.4
"2015","Mill","retrocurva","parvula",12632427.7
"2015","Mill","retrocurva","retrocurva",58397484.95
"2015","Mill","retrocurva","pulicaria",0
"2015","Mill","retrocurva","dubia",0
"2015","Mill","retrocurva","mendotae",0
"2015","Mill","pulicaria","ambigua",0
"2015","Mill","pulicaria","ceriodaphnia",0
"2015","Mill","pulicaria","dentifera",0
"2015","Mill","pulicaria","parvula",0
"2015","Mill","pulicaria","retrocurva",0
"2015","Mill","pulicaria","pulicaria",0
"2015","Mill","pulicaria","dubia",0
"2015","Mill","pulicaria","mendotae",0
"2015","Mill","dubia","ambigua",0
"2015","Mill","dubia","ceriodaphnia",0
"2015","Mill","dubia","dentifera",0
"2015","Mill","dubia","parvula",0
"2015","Mill","dubia","retrocurva",0
"2015","Mill","dubia","pulicaria",0
"2015","Mill","dubia","dubia",0
"2015","Mill","dubia","mendotae",0
"2015","Mill","mendotae","ambigua",0
"2015","Mill","mendotae","ceriodaphnia",0
"2015","Mill","mendotae","dentifera",0
"2015","Mill","mendotae","parvula",0
"2015","Mill","mendotae","retrocurva",0
"2015","Mill","mendotae","pulicaria",0
"2015","Mill","mendotae","dubia",0
"2015","Mill","mendotae","mendotae",0
"2015","CrookedP","ambigua","ambigua",254775.7
"2015","CrookedP","ambigua","ceriodaphnia",254775.7
"2015","CrookedP","ambigua","dentifera",254775.7
"2015","CrookedP","ambigua","parvula",254775.7
"2015","CrookedP","ambigua","retrocurva",200595
"2015","CrookedP","ambigua","pulicaria",0
"2015","CrookedP","ambigua","dubia",0
"2015","CrookedP","ambigua","mendotae",0
"2015","CrookedP","ceriodaphnia","ambigua",254775.7
"2015","CrookedP","ceriodaphnia","ceriodaphnia",24774651.6
"2015","CrookedP","ceriodaphnia","dentifera",13612835.9
"2015","CrookedP","ceriodaphnia","parvula",10262033.8
"2015","CrookedP","ceriodaphnia","retrocurva",1670240.15
"2015","CrookedP","ceriodaphnia","pulicaria",0
"2015","CrookedP","ceriodaphnia","dubia",36120
"2015","CrookedP","ceriodaphnia","mendotae",0
"2015","CrookedP","dentifera","ambigua",254775.7
"2015","CrookedP","dentifera","ceriodaphnia",13612835.9
"2015","CrookedP","dentifera","dentifera",20963315.4
"2015","CrookedP","dentifera","parvula",14181086
"2015","CrookedP","dentifera","retrocurva",1670240.15
"2015","CrookedP","dentifera","pulicaria",0
"2015","CrookedP","dentifera","dubia",36120
"2015","CrookedP","dentifera","mendotae",0
"2015","CrookedP","parvula","ambigua",254775.7
"2015","CrookedP","parvula","ceriodaphnia",10262033.8
"2015","CrookedP","parvula","dentifera",14181086
"2015","CrookedP","parvula","parvula",17251311.2
"2015","CrookedP","parvula","retrocurva",1561878.75
"2015","CrookedP","parvula","pulicaria",0
"2015","CrookedP","parvula","dubia",36120
"2015","CrookedP","parvula","mendotae",0
"2015","CrookedP","retrocurva","ambigua",200595
"2015","CrookedP","retrocurva","ceriodaphnia",1670240.15
"2015","CrookedP","retrocurva","dentifera",1670240.15
"2015","CrookedP","retrocurva","parvula",1561878.75
"2015","CrookedP","retrocurva","retrocurva",1670240.15
"2015","CrookedP","retrocurva","pulicaria",0
"2015","CrookedP","retrocurva","dubia",36120
"2015","CrookedP","retrocurva","mendotae",0
"2015","CrookedP","pulicaria","ambigua",0
"2015","CrookedP","pulicaria","ceriodaphnia",0
"2015","CrookedP","pulicaria","dentifera",0
"2015","CrookedP","pulicaria","parvula",0
"2015","CrookedP","pulicaria","retrocurva",0
"2015","CrookedP","pulicaria","pulicaria",0
"2015","CrookedP","pulicaria","dubia",0
"2015","CrookedP","pulicaria","mendotae",0
"2015","CrookedP","dubia","ambigua",0
"2015","CrookedP","dubia","ceriodaphnia",36120
"2015","CrookedP","dubia","dentifera",36120
"2015","CrookedP","dubia","parvula",36120
"2015","CrookedP","dubia","retrocurva",36120
"2015","CrookedP","dubia","pulicaria",0
"2015","CrookedP","dubia","dubia",36120
"2015","CrookedP","dubia","mendotae",0
"2015","CrookedP","mendotae","ambigua",0
"2015","CrookedP","mendotae","ceriodaphnia",0
"2015","CrookedP","mendotae","dentifera",0
"2015","CrookedP","mendotae","parvula",0
"2015","CrookedP","mendotae","retrocurva",0
"2015","CrookedP","mendotae","pulicaria",0
"2015","CrookedP","mendotae","dubia",0
"2015","CrookedP","mendotae","mendotae",0
"2015","North","ceriodaphnia","ceriodaphnia",1946211.05
"2015","North","ceriodaphnia","dentifera",1946211.05
"2015","North","ceriodaphnia","parvula",802164.45
"2015","North","ceriodaphnia","pulicaria",348116.75
"2015","North","ceriodaphnia","retrocurva",1946211.05
"2015","North","ceriodaphnia","dubia",128264.1
"2015","North","ceriodaphnia","ambigua",106240.3
"2015","North","ceriodaphnia","mendotae",0
"2015","North","dentifera","ceriodaphnia",1946211.05
"2015","North","dentifera","dentifera",41566718.05
"2015","North","dentifera","parvula",1668312.85
"2015","North","dentifera","pulicaria",528717.45
"2015","North","dentifera","retrocurva",36220914.65
"2015","North","dentifera","dubia",128264.1
"2015","North","dentifera","ambigua",214601.7
"2015","North","dentifera","mendotae",0
"2015","North","parvula","ceriodaphnia",802164.45
"2015","North","parvula","dentifera",1668312.85
"2015","North","parvula","parvula",1668312.85
"2015","North","parvula","pulicaria",420356.75
"2015","North","parvula","retrocurva",1668312.85
"2015","North","parvula","dubia",128264.1
"2015","North","parvula","ambigua",196541.7
"2015","North","parvula","mendotae",0
"2015","North","pulicaria","ceriodaphnia",348116.75
"2015","North","pulicaria","dentifera",528717.45
"2015","North","pulicaria","parvula",420356.75
"2015","North","pulicaria","pulicaria",528717.45
"2015","North","pulicaria","retrocurva",528717.45
"2015","North","pulicaria","dubia",128264.1
"2015","North","pulicaria","ambigua",160420.3
"2015","North","pulicaria","mendotae",0
