"","Year","Lake","Parasite.Species","Focal.Host","Other.Host","AUC.prev"
"5910","2014","Sullivan","metsch","dubia","mendotae",0
"5911","2014","Sullivan","metsch","dubia","dentifera",0
"5912","2014","Sullivan","metsch","dubia","pulicaria",0
"5913","2014","Sullivan","metsch","parvula","ceriodaphnia",0
"5914","2014","Sullivan","metsch","parvula","retrocurva",0
"5915","2014","Sullivan","metsch","parvula","dubia",0
"5916","2014","Sullivan","metsch","parvula","parvula",0
"5917","2014","Sullivan","metsch","parvula","ambigua",0
"5918","2014","Sullivan","metsch","parvula","mendotae",0
"5919","2014","Sullivan","metsch","parvula","dentifera",0
"5920","2014","Sullivan","metsch","parvula","pulicaria",0
"5921","2014","Sullivan","metsch","ambigua","ceriodaphnia",0
"5922","2014","Sullivan","metsch","ambigua","retrocurva",0
"5923","2014","Sullivan","metsch","ambigua","dubia",0
"5924","2014","Sullivan","metsch","ambigua","parvula",0
"5925","2014","Sullivan","metsch","ambigua","ambigua",0
"5926","2014","Sullivan","metsch","ambigua","mendotae",0
"5927","2014","Sullivan","metsch","ambigua","dentifera",0
"5928","2014","Sullivan","metsch","ambigua","pulicaria",0
"5929","2014","Sullivan","metsch","mendotae","ceriodaphnia",0
"5930","2014","Sullivan","metsch","mendotae","retrocurva",0
"5931","2014","Sullivan","metsch","mendotae","dubia",0
"5932","2014","Sullivan","metsch","mendotae","parvula",0
"5933","2014","Sullivan","metsch","mendotae","ambigua",0
"5934","2014","Sullivan","metsch","mendotae","mendotae",0
"5935","2014","Sullivan","metsch","mendotae","dentifera",0
"5936","2014","Sullivan","metsch","mendotae","pulicaria",0
"5937","2014","Sullivan","metsch","dentifera","ceriodaphnia",0
"5938","2014","Sullivan","metsch","dentifera","retrocurva",0
"5939","2014","Sullivan","metsch","dentifera","dubia",0
"5940","2014","Sullivan","metsch","dentifera","parvula",0
"5941","2014","Sullivan","metsch","dentifera","ambigua",0
"5942","2014","Sullivan","metsch","dentifera","mendotae",0
"5943","2014","Sullivan","metsch","dentifera","dentifera",0
"5944","2014","Sullivan","metsch","dentifera","pulicaria",0
"5945","2014","Sullivan","metsch","pulicaria","ceriodaphnia",0
"5946","2014","Sullivan","metsch","pulicaria","retrocurva",0
"5947","2014","Sullivan","metsch","pulicaria","dubia",0
"5948","2014","Sullivan","metsch","pulicaria","parvula",0
"5949","2014","Sullivan","metsch","pulicaria","ambigua",0
"5950","2014","Sullivan","metsch","pulicaria","mendotae",0
"5951","2014","Sullivan","metsch","pulicaria","dentifera",0
"5952","2014","Sullivan","metsch","pulicaria","pulicaria",0
"5953","2014","Sullivan","scarlet","ceriodaphnia","ceriodaphnia",11779.1644444444
"5954","2014","Sullivan","scarlet","ceriodaphnia","retrocurva",0
"5955","2014","Sullivan","scarlet","ceriodaphnia","dubia",0
"5956","2014","Sullivan","scarlet","ceriodaphnia","parvula",0
"5957","2014","Sullivan","scarlet","ceriodaphnia","ambigua",0
"5958","2014","Sullivan","scarlet","ceriodaphnia","mendotae",0
"5959","2014","Sullivan","scarlet","ceriodaphnia","dentifera",31072.8109217397
"5960","2014","Sullivan","scarlet","ceriodaphnia","pulicaria",0
"5961","2014","Sullivan","scarlet","retrocurva","ceriodaphnia",0
"5962","2014","Sullivan","scarlet","retrocurva","retrocurva",0
"5963","2014","Sullivan","scarlet","retrocurva","dubia",0
"5964","2014","Sullivan","scarlet","retrocurva","parvula",0
"5965","2014","Sullivan","scarlet","retrocurva","ambigua",0
"5966","2014","Sullivan","scarlet","retrocurva","mendotae",0
"5967","2014","Sullivan","scarlet","retrocurva","dentifera",0
"5968","2014","Sullivan","scarlet","retrocurva","pulicaria",0
"5969","2014","Sullivan","scarlet","dubia","ceriodaphnia",0
"5970","2014","Sullivan","scarlet","dubia","retrocurva",0
"5971","2014","Sullivan","scarlet","dubia","dubia",0
"5972","2014","Sullivan","scarlet","dubia","parvula",0
"5973","2014","Sullivan","scarlet","dubia","ambigua",0
"5974","2014","Sullivan","scarlet","dubia","mendotae",0
"5975","2014","Sullivan","scarlet","dubia","dentifera",0
"5976","2014","Sullivan","scarlet","dubia","pulicaria",0
"5977","2014","Sullivan","scarlet","parvula","ceriodaphnia",0
"5978","2014","Sullivan","scarlet","parvula","retrocurva",0
"5979","2014","Sullivan","scarlet","parvula","dubia",0
"5980","2014","Sullivan","scarlet","parvula","parvula",0
"5981","2014","Sullivan","scarlet","parvula","ambigua",0
"5982","2014","Sullivan","scarlet","parvula","mendotae",0
"5983","2014","Sullivan","scarlet","parvula","dentifera",0
"5984","2014","Sullivan","scarlet","parvula","pulicaria",0
"5985","2014","Sullivan","scarlet","ambigua","ceriodaphnia",0
"5986","2014","Sullivan","scarlet","ambigua","retrocurva",0
"5987","2014","Sullivan","scarlet","ambigua","dubia",0
"5988","2014","Sullivan","scarlet","ambigua","parvula",0
"5989","2014","Sullivan","scarlet","ambigua","ambigua",0
"5990","2014","Sullivan","scarlet","ambigua","mendotae",0
"5991","2014","Sullivan","scarlet","ambigua","dentifera",0
"5992","2014","Sullivan","scarlet","ambigua","pulicaria",0
"5993","2014","Sullivan","scarlet","mendotae","ceriodaphnia",0
"5994","2014","Sullivan","scarlet","mendotae","retrocurva",0
"5995","2014","Sullivan","scarlet","mendotae","dubia",0
"5996","2014","Sullivan","scarlet","mendotae","parvula",0
"5997","2014","Sullivan","scarlet","mendotae","ambigua",0
"5998","2014","Sullivan","scarlet","mendotae","mendotae",0
"5999","2014","Sullivan","scarlet","mendotae","dentifera",0
"6000","2014","Sullivan","scarlet","mendotae","pulicaria",0
"6001","2014","Sullivan","scarlet","dentifera","ceriodaphnia",31072.8109217397
"6002","2014","Sullivan","scarlet","dentifera","retrocurva",0
"6003","2014","Sullivan","scarlet","dentifera","dubia",0
"6004","2014","Sullivan","scarlet","dentifera","parvula",0
"6005","2014","Sullivan","scarlet","dentifera","ambigua",0
"6006","2014","Sullivan","scarlet","dentifera","mendotae",0
"6007","2014","Sullivan","scarlet","dentifera","dentifera",2938131.69171926
"6008","2014","Sullivan","scarlet","dentifera","pulicaria",0
"6009","2014","Sullivan","scarlet","pulicaria","ceriodaphnia",0
"6010","2014","Sullivan","scarlet","pulicaria","retrocurva",0
"6011","2014","Sullivan","scarlet","pulicaria","dubia",0
"6012","2014","Sullivan","scarlet","pulicaria","parvula",0
"6013","2014","Sullivan","scarlet","pulicaria","ambigua",0
"6014","2014","Sullivan","scarlet","pulicaria","mendotae",0
"6015","2014","Sullivan","scarlet","pulicaria","dentifera",0
"6016","2014","Sullivan","scarlet","pulicaria","pulicaria",0
"6017","2014","Sullivan","brood","ceriodaphnia","ceriodaphnia",0
"6018","2014","Sullivan","brood","ceriodaphnia","retrocurva",0
"6019","2014","Sullivan","brood","ceriodaphnia","dubia",0
"6020","2014","Sullivan","brood","ceriodaphnia","parvula",0
"6021","2014","Sullivan","brood","ceriodaphnia","ambigua",0
"6022","2014","Sullivan","brood","ceriodaphnia","mendotae",0
"6023","2014","Sullivan","brood","ceriodaphnia","dentifera",0
"6024","2014","Sullivan","brood","ceriodaphnia","pulicaria",0
"6025","2014","Sullivan","brood","retrocurva","ceriodaphnia",0
"6026","2014","Sullivan","brood","retrocurva","retrocurva",0
"6027","2014","Sullivan","brood","retrocurva","dubia",0
"6028","2014","Sullivan","brood","retrocurva","parvula",0
"6029","2014","Sullivan","brood","retrocurva","ambigua",0
"6030","2014","Sullivan","brood","retrocurva","mendotae",0
"6031","2014","Sullivan","brood","retrocurva","dentifera",0
"6032","2014","Sullivan","brood","retrocurva","pulicaria",0
"6033","2014","Sullivan","brood","dubia","ceriodaphnia",0
"6034","2014","Sullivan","brood","dubia","retrocurva",0
"6035","2014","Sullivan","brood","dubia","dubia",0
"6036","2014","Sullivan","brood","dubia","parvula",0
"6037","2014","Sullivan","brood","dubia","ambigua",0
"6038","2014","Sullivan","brood","dubia","mendotae",0
"6039","2014","Sullivan","brood","dubia","dentifera",0
"6040","2014","Sullivan","brood","dubia","pulicaria",0
"6041","2014","Sullivan","brood","parvula","ceriodaphnia",0
"6042","2014","Sullivan","brood","parvula","retrocurva",0
"6043","2014","Sullivan","brood","parvula","dubia",0
"6044","2014","Sullivan","brood","parvula","parvula",0
"6045","2014","Sullivan","brood","parvula","ambigua",0
"6046","2014","Sullivan","brood","parvula","mendotae",0
"6047","2014","Sullivan","brood","parvula","dentifera",0
"6048","2014","Sullivan","brood","parvula","pulicaria",0
"6049","2014","Sullivan","brood","ambigua","ceriodaphnia",0
"6050","2014","Sullivan","brood","ambigua","retrocurva",0
"6051","2014","Sullivan","brood","ambigua","dubia",0
"6052","2014","Sullivan","brood","ambigua","parvula",0
"6053","2014","Sullivan","brood","ambigua","ambigua",0
"6054","2014","Sullivan","brood","ambigua","mendotae",0
"6055","2014","Sullivan","brood","ambigua","dentifera",0
"6056","2014","Sullivan","brood","ambigua","pulicaria",0
"6057","2014","Sullivan","brood","mendotae","ceriodaphnia",0
"6058","2014","Sullivan","brood","mendotae","retrocurva",0
"6059","2014","Sullivan","brood","mendotae","dubia",0
"6060","2014","Sullivan","brood","mendotae","parvula",0
"6061","2014","Sullivan","brood","mendotae","ambigua",0
"6062","2014","Sullivan","brood","mendotae","mendotae",0
"6063","2014","Sullivan","brood","mendotae","dentifera",0
"6064","2014","Sullivan","brood","mendotae","pulicaria",0
"6065","2014","Sullivan","brood","dentifera","ceriodaphnia",0
"6066","2014","Sullivan","brood","dentifera","retrocurva",0
"6067","2014","Sullivan","brood","dentifera","dubia",0
"6068","2014","Sullivan","brood","dentifera","parvula",0
"6069","2014","Sullivan","brood","dentifera","ambigua",0
"6070","2014","Sullivan","brood","dentifera","mendotae",0
"6071","2014","Sullivan","brood","dentifera","dentifera",13661.4044673539
"6072","2014","Sullivan","brood","dentifera","pulicaria",0
"6073","2014","Sullivan","brood","pulicaria","ceriodaphnia",0
"6074","2014","Sullivan","brood","pulicaria","retrocurva",0
"6075","2014","Sullivan","brood","pulicaria","dubia",0
"6076","2014","Sullivan","brood","pulicaria","parvula",0
"6077","2014","Sullivan","brood","pulicaria","ambigua",0
"6078","2014","Sullivan","brood","pulicaria","mendotae",0
"6079","2014","Sullivan","brood","pulicaria","dentifera",0
"6080","2014","Sullivan","brood","pulicaria","pulicaria",0
"6081","2014","Sullivan","larssonia","ceriodaphnia","ceriodaphnia",0
"6082","2014","Sullivan","larssonia","ceriodaphnia","retrocurva",0
"6083","2014","Sullivan","larssonia","ceriodaphnia","dubia",0
"6084","2014","Sullivan","larssonia","ceriodaphnia","parvula",0
"6085","2014","Sullivan","larssonia","ceriodaphnia","ambigua",0
"6086","2014","Sullivan","larssonia","ceriodaphnia","mendotae",0
"6087","2014","Sullivan","larssonia","ceriodaphnia","dentifera",0
"6088","2014","Sullivan","larssonia","ceriodaphnia","pulicaria",0
"6089","2014","Sullivan","larssonia","retrocurva","ceriodaphnia",0
"6090","2014","Sullivan","larssonia","retrocurva","retrocurva",0
"6091","2014","Sullivan","larssonia","retrocurva","dubia",0
"6092","2014","Sullivan","larssonia","retrocurva","parvula",0
"6093","2014","Sullivan","larssonia","retrocurva","ambigua",0
"6094","2014","Sullivan","larssonia","retrocurva","mendotae",0
"6095","2014","Sullivan","larssonia","retrocurva","dentifera",0
"6096","2014","Sullivan","larssonia","retrocurva","pulicaria",0
"6097","2014","Sullivan","larssonia","dubia","ceriodaphnia",0
"6098","2014","Sullivan","larssonia","dubia","retrocurva",0
"6099","2014","Sullivan","larssonia","dubia","dubia",0
"6100","2014","Sullivan","larssonia","dubia","parvula",0
"6101","2014","Sullivan","larssonia","dubia","ambigua",0
"6102","2014","Sullivan","larssonia","dubia","mendotae",0
"6103","2014","Sullivan","larssonia","dubia","dentifera",0
"6104","2014","Sullivan","larssonia","dubia","pulicaria",0
"6105","2014","Sullivan","larssonia","parvula","ceriodaphnia",0
"6106","2014","Sullivan","larssonia","parvula","retrocurva",0
"6107","2014","Sullivan","larssonia","parvula","dubia",0
"6108","2014","Sullivan","larssonia","parvula","parvula",0
"6109","2014","Sullivan","larssonia","parvula","ambigua",0
"6110","2014","Sullivan","larssonia","parvula","mendotae",0
"6111","2014","Sullivan","larssonia","parvula","dentifera",0
"6112","2014","Sullivan","larssonia","parvula","pulicaria",0
"6113","2014","Sullivan","larssonia","ambigua","ceriodaphnia",0
"6114","2014","Sullivan","larssonia","ambigua","retrocurva",0
"6115","2014","Sullivan","larssonia","ambigua","dubia",0
"6116","2014","Sullivan","larssonia","ambigua","parvula",0
"6117","2014","Sullivan","larssonia","ambigua","ambigua",0
"6118","2014","Sullivan","larssonia","ambigua","mendotae",0
"6119","2014","Sullivan","larssonia","ambigua","dentifera",0
"6120","2014","Sullivan","larssonia","ambigua","pulicaria",0
"6121","2014","Sullivan","larssonia","mendotae","ceriodaphnia",0
"6122","2014","Sullivan","larssonia","mendotae","retrocurva",0
"6123","2014","Sullivan","larssonia","mendotae","dubia",0
"6124","2014","Sullivan","larssonia","mendotae","parvula",0
"6125","2014","Sullivan","larssonia","mendotae","ambigua",0
"6126","2014","Sullivan","larssonia","mendotae","mendotae",0
"6127","2014","Sullivan","larssonia","mendotae","dentifera",0
"6128","2014","Sullivan","larssonia","mendotae","pulicaria",0
"6129","2014","Sullivan","larssonia","dentifera","ceriodaphnia",0
"6130","2014","Sullivan","larssonia","dentifera","retrocurva",0
"6131","2014","Sullivan","larssonia","dentifera","dubia",0
"6132","2014","Sullivan","larssonia","dentifera","parvula",0
"6133","2014","Sullivan","larssonia","dentifera","ambigua",0
"6134","2014","Sullivan","larssonia","dentifera","mendotae",0
"6135","2014","Sullivan","larssonia","dentifera","dentifera",50538.7851414448
"6136","2014","Sullivan","larssonia","dentifera","pulicaria",0
"6137","2014","Sullivan","larssonia","pulicaria","ceriodaphnia",0
"6138","2014","Sullivan","larssonia","pulicaria","retrocurva",0
"6139","2014","Sullivan","larssonia","pulicaria","dubia",0
"6140","2014","Sullivan","larssonia","pulicaria","parvula",0
"6141","2014","Sullivan","larssonia","pulicaria","ambigua",0
"6142","2014","Sullivan","larssonia","pulicaria","mendotae",0
"6143","2014","Sullivan","larssonia","pulicaria","dentifera",0
"6144","2014","Sullivan","larssonia","pulicaria","pulicaria",0
"6145","2014","Sullivan","spider","ceriodaphnia","ceriodaphnia",0
"6146","2014","Sullivan","spider","ceriodaphnia","retrocurva",0
"6147","2014","Sullivan","spider","ceriodaphnia","dubia",0
"6148","2014","Sullivan","spider","ceriodaphnia","parvula",0
"6149","2014","Sullivan","spider","ceriodaphnia","ambigua",0
"6150","2014","Sullivan","spider","ceriodaphnia","mendotae",0
"6151","2014","Sullivan","spider","ceriodaphnia","dentifera",0
"6152","2014","Sullivan","spider","ceriodaphnia","pulicaria",0
"6153","2014","Sullivan","spider","retrocurva","ceriodaphnia",0
"6154","2014","Sullivan","spider","retrocurva","retrocurva",0
"6155","2014","Sullivan","spider","retrocurva","dubia",0
"6156","2014","Sullivan","spider","retrocurva","parvula",0
"6157","2014","Sullivan","spider","retrocurva","ambigua",0
"6158","2014","Sullivan","spider","retrocurva","mendotae",0
"6159","2014","Sullivan","spider","retrocurva","dentifera",0
"6160","2014","Sullivan","spider","retrocurva","pulicaria",0
"6161","2014","Sullivan","spider","dubia","ceriodaphnia",0
"6162","2014","Sullivan","spider","dubia","retrocurva",0
"6163","2014","Sullivan","spider","dubia","dubia",0
"6164","2014","Sullivan","spider","dubia","parvula",0
"6165","2014","Sullivan","spider","dubia","ambigua",0
"6166","2014","Sullivan","spider","dubia","mendotae",0
"6167","2014","Sullivan","spider","dubia","dentifera",0
"6168","2014","Sullivan","spider","dubia","pulicaria",0
"6169","2014","Sullivan","spider","parvula","ceriodaphnia",0
"6170","2014","Sullivan","spider","parvula","retrocurva",0
"6171","2014","Sullivan","spider","parvula","dubia",0
"6172","2014","Sullivan","spider","parvula","parvula",0
"6173","2014","Sullivan","spider","parvula","ambigua",0
"6174","2014","Sullivan","spider","parvula","mendotae",0
"6175","2014","Sullivan","spider","parvula","dentifera",0
"6176","2014","Sullivan","spider","parvula","pulicaria",0
"6177","2014","Sullivan","spider","ambigua","ceriodaphnia",0
"6178","2014","Sullivan","spider","ambigua","retrocurva",0
"6179","2014","Sullivan","spider","ambigua","dubia",0
"6180","2014","Sullivan","spider","ambigua","parvula",0
"6181","2014","Sullivan","spider","ambigua","ambigua",0
"6182","2014","Sullivan","spider","ambigua","mendotae",0
"6183","2014","Sullivan","spider","ambigua","dentifera",0
"6184","2014","Sullivan","spider","ambigua","pulicaria",0
"6185","2014","Sullivan","spider","mendotae","ceriodaphnia",0
"6186","2014","Sullivan","spider","mendotae","retrocurva",0
"6187","2014","Sullivan","spider","mendotae","dubia",0
"6188","2014","Sullivan","spider","mendotae","parvula",0
"6189","2014","Sullivan","spider","mendotae","ambigua",0
"6190","2014","Sullivan","spider","mendotae","mendotae",0
"6191","2014","Sullivan","spider","mendotae","dentifera",0
"6192","2014","Sullivan","spider","mendotae","pulicaria",0
"6193","2014","Sullivan","spider","dentifera","ceriodaphnia",0
"6194","2014","Sullivan","spider","dentifera","retrocurva",0
"6195","2014","Sullivan","spider","dentifera","dubia",0
"6196","2014","Sullivan","spider","dentifera","parvula",0
"6197","2014","Sullivan","spider","dentifera","ambigua",0
"6198","2014","Sullivan","spider","dentifera","mendotae",0
"6199","2014","Sullivan","spider","dentifera","dentifera",104262.652325473
"6200","2014","Sullivan","spider","dentifera","pulicaria",0
"6201","2014","Sullivan","spider","pulicaria","ceriodaphnia",0
"6202","2014","Sullivan","spider","pulicaria","retrocurva",0
"6203","2014","Sullivan","spider","pulicaria","dubia",0
"6204","2014","Sullivan","spider","pulicaria","parvula",0
"6205","2014","Sullivan","spider","pulicaria","ambigua",0
"6206","2014","Sullivan","spider","pulicaria","mendotae",0
"6207","2014","Sullivan","spider","pulicaria","dentifera",0
"6208","2014","Sullivan","spider","pulicaria","pulicaria",0
"6209","2014","Sullivan","gurleya","ceriodaphnia","ceriodaphnia",0
"6210","2014","Sullivan","gurleya","ceriodaphnia","retrocurva",0
"6211","2014","Sullivan","gurleya","ceriodaphnia","dubia",0
"6212","2014","Sullivan","gurleya","ceriodaphnia","parvula",0
"6213","2014","Sullivan","gurleya","ceriodaphnia","ambigua",0
"6214","2014","Sullivan","gurleya","ceriodaphnia","mendotae",0
"6215","2014","Sullivan","gurleya","ceriodaphnia","dentifera",0
"6216","2014","Sullivan","gurleya","ceriodaphnia","pulicaria",0
"6217","2014","Sullivan","gurleya","retrocurva","ceriodaphnia",0
"6218","2014","Sullivan","gurleya","retrocurva","retrocurva",0
"6219","2014","Sullivan","gurleya","retrocurva","dubia",0
"6220","2014","Sullivan","gurleya","retrocurva","parvula",0
"6221","2014","Sullivan","gurleya","retrocurva","ambigua",0
"6222","2014","Sullivan","gurleya","retrocurva","mendotae",0
"6223","2014","Sullivan","gurleya","retrocurva","dentifera",0
"6224","2014","Sullivan","gurleya","retrocurva","pulicaria",0
"6225","2014","Sullivan","gurleya","dubia","ceriodaphnia",0
"6226","2014","Sullivan","gurleya","dubia","retrocurva",0
"6227","2014","Sullivan","gurleya","dubia","dubia",0
"6228","2014","Sullivan","gurleya","dubia","parvula",0
"6229","2014","Sullivan","gurleya","dubia","ambigua",0
"6230","2014","Sullivan","gurleya","dubia","mendotae",0
"6231","2014","Sullivan","gurleya","dubia","dentifera",0
"6232","2014","Sullivan","gurleya","dubia","pulicaria",0
"6233","2014","Sullivan","gurleya","parvula","ceriodaphnia",0
"6234","2014","Sullivan","gurleya","parvula","retrocurva",0
"6235","2014","Sullivan","gurleya","parvula","dubia",0
"6236","2014","Sullivan","gurleya","parvula","parvula",0
"6237","2014","Sullivan","gurleya","parvula","ambigua",0
"6238","2014","Sullivan","gurleya","parvula","mendotae",0
"6239","2014","Sullivan","gurleya","parvula","dentifera",0
"6240","2014","Sullivan","gurleya","parvula","pulicaria",0
"6241","2014","Sullivan","gurleya","ambigua","ceriodaphnia",0
"6242","2014","Sullivan","gurleya","ambigua","retrocurva",0
"6243","2014","Sullivan","gurleya","ambigua","dubia",0
"6244","2014","Sullivan","gurleya","ambigua","parvula",0
"6245","2014","Sullivan","gurleya","ambigua","ambigua",0
"6246","2014","Sullivan","gurleya","ambigua","mendotae",0
"6247","2014","Sullivan","gurleya","ambigua","dentifera",0
"6248","2014","Sullivan","gurleya","ambigua","pulicaria",0
"6249","2014","Sullivan","gurleya","mendotae","ceriodaphnia",0
"6250","2014","Sullivan","gurleya","mendotae","retrocurva",0
"6251","2014","Sullivan","gurleya","mendotae","dubia",0
"6252","2014","Sullivan","gurleya","mendotae","parvula",0
"6253","2014","Sullivan","gurleya","mendotae","ambigua",0
"6254","2014","Sullivan","gurleya","mendotae","mendotae",0
"6255","2014","Sullivan","gurleya","mendotae","dentifera",0
"6256","2014","Sullivan","gurleya","mendotae","pulicaria",0
"6257","2014","Sullivan","gurleya","dentifera","ceriodaphnia",0
"6258","2014","Sullivan","gurleya","dentifera","retrocurva",0
"6259","2014","Sullivan","gurleya","dentifera","dubia",0
"6260","2014","Sullivan","gurleya","dentifera","parvula",0
"6261","2014","Sullivan","gurleya","dentifera","ambigua",0
"6262","2014","Sullivan","gurleya","dentifera","mendotae",0
"6263","2014","Sullivan","gurleya","dentifera","dentifera",0
"6264","2014","Sullivan","gurleya","dentifera","pulicaria",0
"6265","2014","Sullivan","gurleya","pulicaria","ceriodaphnia",0
"6266","2014","Sullivan","gurleya","pulicaria","retrocurva",0
"6267","2014","Sullivan","gurleya","pulicaria","dubia",0
"6268","2014","Sullivan","gurleya","pulicaria","parvula",0
"6269","2014","Sullivan","gurleya","pulicaria","ambigua",0
"6270","2014","Sullivan","gurleya","pulicaria","mendotae",0
"6271","2014","Sullivan","gurleya","pulicaria","dentifera",0
"6272","2014","Sullivan","gurleya","pulicaria","pulicaria",0
"6273","2014","Gosling","pasteuria","pulicaria","pulicaria",0
"6274","2014","Gosling","pasteuria","pulicaria","retrocurva",0
"6275","2014","Gosling","pasteuria","pulicaria","dubia",0
"6276","2014","Gosling","pasteuria","pulicaria","parvula",0
"6277","2014","Gosling","pasteuria","pulicaria","ambigua",0
"6278","2014","Gosling","pasteuria","pulicaria","mendotae",0
"6279","2014","Gosling","pasteuria","pulicaria","ceriodaphnia",0
"6280","2014","Gosling","pasteuria","pulicaria","dentifera",0
"6281","2014","Gosling","pasteuria","retrocurva","pulicaria",0
"6282","2014","Gosling","pasteuria","retrocurva","retrocurva",0
"6283","2014","Gosling","pasteuria","retrocurva","dubia",0
"6284","2014","Gosling","pasteuria","retrocurva","parvula",0
"6285","2014","Gosling","pasteuria","retrocurva","ambigua",0
"6286","2014","Gosling","pasteuria","retrocurva","mendotae",0
"6287","2014","Gosling","pasteuria","retrocurva","ceriodaphnia",0
"6288","2014","Gosling","pasteuria","retrocurva","dentifera",0
"6289","2014","Gosling","pasteuria","dubia","pulicaria",0
"6290","2014","Gosling","pasteuria","dubia","retrocurva",0
"6291","2014","Gosling","pasteuria","dubia","dubia",0
"6292","2014","Gosling","pasteuria","dubia","parvula",0
"6293","2014","Gosling","pasteuria","dubia","ambigua",0
"6294","2014","Gosling","pasteuria","dubia","mendotae",0
"6295","2014","Gosling","pasteuria","dubia","ceriodaphnia",0
"6296","2014","Gosling","pasteuria","dubia","dentifera",0
"6297","2014","Gosling","pasteuria","parvula","pulicaria",0
"6298","2014","Gosling","pasteuria","parvula","retrocurva",0
"6299","2014","Gosling","pasteuria","parvula","dubia",0
"6300","2014","Gosling","pasteuria","parvula","parvula",0
"6301","2014","Gosling","pasteuria","parvula","ambigua",0
"6302","2014","Gosling","pasteuria","parvula","mendotae",0
"6303","2014","Gosling","pasteuria","parvula","ceriodaphnia",0
"6304","2014","Gosling","pasteuria","parvula","dentifera",0
"6305","2014","Gosling","pasteuria","ambigua","pulicaria",0
"6306","2014","Gosling","pasteuria","ambigua","retrocurva",0
"6307","2014","Gosling","pasteuria","ambigua","dubia",0
"6308","2014","Gosling","pasteuria","ambigua","parvula",0
"6309","2014","Gosling","pasteuria","ambigua","ambigua",0
"6310","2014","Gosling","pasteuria","ambigua","mendotae",0
"6311","2014","Gosling","pasteuria","ambigua","ceriodaphnia",0
"6312","2014","Gosling","pasteuria","ambigua","dentifera",0
"6313","2014","Gosling","pasteuria","mendotae","pulicaria",0
"6314","2014","Gosling","pasteuria","mendotae","retrocurva",0
"6315","2014","Gosling","pasteuria","mendotae","dubia",0
"6316","2014","Gosling","pasteuria","mendotae","parvula",0
"6317","2014","Gosling","pasteuria","mendotae","ambigua",0
"6318","2014","Gosling","pasteuria","mendotae","mendotae",0
"6319","2014","Gosling","pasteuria","mendotae","ceriodaphnia",0
"6320","2014","Gosling","pasteuria","mendotae","dentifera",0
"6321","2014","Gosling","pasteuria","ceriodaphnia","pulicaria",0
"6322","2014","Gosling","pasteuria","ceriodaphnia","retrocurva",0
"6323","2014","Gosling","pasteuria","ceriodaphnia","dubia",0
"6324","2014","Gosling","pasteuria","ceriodaphnia","parvula",0
"6325","2014","Gosling","pasteuria","ceriodaphnia","ambigua",0
"6326","2014","Gosling","pasteuria","ceriodaphnia","mendotae",0
"6327","2014","Gosling","pasteuria","ceriodaphnia","ceriodaphnia",29445.9731977819
"6328","2014","Gosling","pasteuria","ceriodaphnia","dentifera",0
"6329","2014","Gosling","pasteuria","dentifera","pulicaria",0
"6330","2014","Gosling","pasteuria","dentifera","retrocurva",0
"6331","2014","Gosling","pasteuria","dentifera","dubia",0
"6332","2014","Gosling","pasteuria","dentifera","parvula",0
"6333","2014","Gosling","pasteuria","dentifera","ambigua",0
"6334","2014","Gosling","pasteuria","dentifera","mendotae",0
"6335","2014","Gosling","pasteuria","dentifera","ceriodaphnia",0
"6336","2014","Gosling","pasteuria","dentifera","dentifera",1668418.06476404
"6337","2014","Gosling","metsch","pulicaria","pulicaria",0
"6338","2014","Gosling","metsch","pulicaria","retrocurva",0
"6339","2014","Gosling","metsch","pulicaria","dubia",0
"6340","2014","Gosling","metsch","pulicaria","parvula",0
"6341","2014","Gosling","metsch","pulicaria","ambigua",0
"6342","2014","Gosling","metsch","pulicaria","mendotae",0
"6343","2014","Gosling","metsch","pulicaria","ceriodaphnia",0
"6344","2014","Gosling","metsch","pulicaria","dentifera",0
"6345","2014","Gosling","metsch","retrocurva","pulicaria",0
"6346","2014","Gosling","metsch","retrocurva","retrocurva",0
"6347","2014","Gosling","metsch","retrocurva","dubia",0
"6348","2014","Gosling","metsch","retrocurva","parvula",0
"6349","2014","Gosling","metsch","retrocurva","ambigua",0
"6350","2014","Gosling","metsch","retrocurva","mendotae",0
"6351","2014","Gosling","metsch","retrocurva","ceriodaphnia",0
"6352","2014","Gosling","metsch","retrocurva","dentifera",0
"6353","2014","Gosling","metsch","dubia","pulicaria",0
"6354","2014","Gosling","metsch","dubia","retrocurva",0
"6355","2014","Gosling","metsch","dubia","dubia",0
"6356","2014","Gosling","metsch","dubia","parvula",0
"6357","2014","Gosling","metsch","dubia","ambigua",0
"6358","2014","Gosling","metsch","dubia","mendotae",0
"6359","2014","Gosling","metsch","dubia","ceriodaphnia",0
"6360","2014","Gosling","metsch","dubia","dentifera",0
"6361","2014","Gosling","metsch","parvula","pulicaria",0
"6362","2014","Gosling","metsch","parvula","retrocurva",0
"6363","2014","Gosling","metsch","parvula","dubia",0
"6364","2014","Gosling","metsch","parvula","parvula",0
"6365","2014","Gosling","metsch","parvula","ambigua",0
"6366","2014","Gosling","metsch","parvula","mendotae",0
"6367","2014","Gosling","metsch","parvula","ceriodaphnia",0
"6368","2014","Gosling","metsch","parvula","dentifera",0
"6369","2014","Gosling","metsch","ambigua","pulicaria",0
"6370","2014","Gosling","metsch","ambigua","retrocurva",0
